auction_player,auction_league,population_id,auction_year,fk_name,fk_url,fk_count,fk_category,Auth,1,1.5,2,3,4,5,6,7,8,9,10,Total
Don Chaney,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         7', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '        23', '+': '         2', 'Q': '         1'}","{'Grade': '        81', '+': '         2', 'Q': '0'}","{'Grade': '        38', '+': '-', 'Q': '         3'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '152', '+': '4', 'Q': '4'}"
McCoy McLemore,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '        18', '+': '         1', 'Q': '0'}","{'Grade': '        67', '+': '         1', 'Q': '         3'}","{'Grade': '        25', '+': '-', 'Q': '         9'}","{'Grade': '         3', '+': '-', 'Q': '-'}","{'Grade': '116', '+': '2', 'Q': '12'}"
Bob Kauffman,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '        23', '+': '         1', 'Q': '0'}","{'Grade': '       145', '+': '         2', 'Q': '0'}","{'Grade': '        54', '+': '-', 'Q': '         2'}","{'Grade': '         3', '+': '-', 'Q': '-'}","{'Grade': '227', '+': '3', 'Q': '2'}"
Dick Van Arsdale,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         5', '+': '0', 'Q': '0'}","{'Grade': '         7', '+': '0', 'Q': '0'}","{'Grade': '        23', '+': '0', 'Q': '0'}","{'Grade': '        47', '+': '0', 'Q': '         3'}","{'Grade': '         2', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '86', '+': '0', 'Q': '3'}"
Johnny Green,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '        14', '+': '0', 'Q': '         1'}","{'Grade': '        58', '+': '         2', 'Q': '         2'}","{'Grade': '        19', '+': '-', 'Q': '         5'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '95', '+': '2', 'Q': '8'}"
Jerry Sloan,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         5', '+': '0', 'Q': '0'}","{'Grade': '         4', '+': '0', 'Q': '0'}","{'Grade': '        19', '+': '0', 'Q': '         1'}","{'Grade': '        83', '+': '         2', 'Q': '         6'}","{'Grade': '        32', '+': '-', 'Q': '         3'}","{'Grade': '         4', '+': '-', 'Q': '-'}","{'Grade': '149', '+': '2', 'Q': '10'}"
Luther Rackley,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '         1', 'Q': '0'}","{'Grade': '        12', '+': '         1', 'Q': '0'}","{'Grade': '       124', '+': '         6', 'Q': '         2'}","{'Grade': '       133', '+': '-', 'Q': '         1'}","{'Grade': '         5', '+': '-', 'Q': '-'}","{'Grade': '278', '+': '8', 'Q': '3'}"
Shaler Halimon,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         8', '+': '         1', 'Q': '0'}","{'Grade': '        14', '+': '0', 'Q': '0'}","{'Grade': '         3', '+': '         1', 'Q': '         1'}","{'Grade': '        36', '+': '0', 'Q': '         2'}","{'Grade': '        39', '+': '0', 'Q': '         7'}","{'Grade': '         5', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '105', '+': '2', 'Q': '10'}"
Jimmy Walker,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         9', '+': '         1', 'Q': '0'}","{'Grade': '        79', '+': '         4', 'Q': '         1'}","{'Grade': '        38', '+': '-', 'Q': '         2'}","{'Grade': '         4', '+': '-', 'Q': '-'}","{'Grade': '133', '+': '5', 'Q': '3'}"
Rudy Tomjanovich,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '         1', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '        15', '+': '0', 'Q': '0'}","{'Grade': '        37', '+': '0', 'Q': '0'}","{'Grade': '        85', '+': '         1', 'Q': '         5'}","{'Grade': '       181', '+': '         6', 'Q': '        28'}","{'Grade': '        40', '+': '-', 'Q': '        12'}","{'Grade': '         5', '+': '-', 'Q': '-'}","{'Grade': '366', '+': '7', 'Q': '45'}"
Levi Fontaine,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '         2', 'Q': '0'}","{'Grade': '        10', '+': '0', 'Q': '         1'}","{'Grade': '        74', '+': '         3', 'Q': '         2'}","{'Grade': '        46', '+': '-', 'Q': '         2'}","{'Grade': '        12', '+': '-', 'Q': '-'}","{'Grade': '145', '+': '5', 'Q': '5'}"
Bobby Smith,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '        13', '+': '         1', 'Q': '         1'}","{'Grade': '        44', '+': '0', 'Q': '         1'}","{'Grade': '        16', '+': '-', 'Q': '         4'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '78', '+': '1', 'Q': '6'}"
Bob Arnzen,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '        26', '+': '         1', 'Q': '         1'}","{'Grade': '        64', '+': '0', 'Q': '         1'}","{'Grade': '        21', '+': '-', 'Q': '         2'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '114', '+': '1', 'Q': '4'}"
Wes Unseld,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         4', '+': '0', 'Q': '0'}","{'Grade': '         6', '+': '         3', 'Q': '0'}","{'Grade': '         6', '+': '0', 'Q': '         2'}","{'Grade': '        49', '+': '         2', 'Q': '         2'}","{'Grade': '       222', '+': '         6', 'Q': '         5'}","{'Grade': '       107', '+': '-', 'Q': '         6'}","{'Grade': '         3', '+': '-', 'Q': '-'}","{'Grade': '399', '+': '11', 'Q': '15'}"
Clem Haskins,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         3', '+': '0', 'Q': '0'}","{'Grade': '         3', '+': '0', 'Q': '0'}","{'Grade': '        16', '+': '0', 'Q': '         1'}","{'Grade': '       138', '+': '         2', 'Q': '         1'}","{'Grade': '        58', '+': '-', 'Q': '         1'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '221', '+': '2', 'Q': '3'}"
Jim Davis,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         3', '+': '0', 'Q': '0'}","{'Grade': '        10', '+': '0', 'Q': '0'}","{'Grade': '        39', '+': '         4', 'Q': '         1'}","{'Grade': '        11', '+': '-', 'Q': '         2'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '65', '+': '4', 'Q': '3'}"
Steve Kuberski,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '         1', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '        13', '+': '0', 'Q': '0'}","{'Grade': '        48', '+': '         6', 'Q': '         4'}","{'Grade': '        15', '+': '-', 'Q': '0'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '82', '+': '7', 'Q': '4'}"
Mike Davis,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '        14', '+': '0', 'Q': '         1'}","{'Grade': '        96', '+': '         1', 'Q': '         2'}","{'Grade': '        22', '+': '-', 'Q': '         1'}","{'Grade': '         3', '+': '-', 'Q': '-'}","{'Grade': '139', '+': '1', 'Q': '4'}"
Lew Alcindor,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '         6', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '         3', 'Q': '0'}","{'Grade': '         9', '+': '0', 'Q': '0'}","{'Grade': '        17', '+': '0', 'Q': '         1'}","{'Grade': '        41', '+': '0', 'Q': '         4'}","{'Grade': '        84', '+': '         3', 'Q': '         5'}","{'Grade': '       162', '+': '         4', 'Q': '        13'}","{'Grade': '       229', '+': '         3', 'Q': '        21'}","{'Grade': '       208', '+': '         7', 'Q': '        92'}","{'Grade': '        28', '+': '-', 'Q': '        25'}","{'Grade': '         5', '+': '-', 'Q': '-'}","{'Grade': '789', '+': '20', 'Q': '161'}"
Willie McCarter,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         7', '+': '0', 'Q': '0'}","{'Grade': '         9', '+': '         2', 'Q': '0'}","{'Grade': '        61', '+': '0', 'Q': '0'}","{'Grade': '        29', '+': '-', 'Q': '0'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '110', '+': '2', 'Q': '0'}"
Charlie Paulk,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         3', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '        11', '+': '0', 'Q': '         1'}","{'Grade': '        71', '+': '         1', 'Q': '         2'}","{'Grade': '        23', '+': '-', 'Q': '         1'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '112', '+': '1', 'Q': '4'}"
Lee Winfield,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '         5', '+': '0', 'Q': '0'}","{'Grade': '        16', '+': '0', 'Q': '0'}","{'Grade': '        64', '+': '0', 'Q': '         3'}","{'Grade': '        16', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '105', '+': '0', 'Q': '3'}"
Jim Barnett,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         3', '+': '0', 'Q': '0'}","{'Grade': '        10', '+': '0', 'Q': '0'}","{'Grade': '        59', '+': '         2', 'Q': '         3'}","{'Grade': '        19', '+': '-', 'Q': '         1'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '93', '+': '2', 'Q': '4'}"
Connie Hawkins,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '         1'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         6', '+': '0', 'Q': '0'}","{'Grade': '        12', '+': '0', 'Q': '         2'}","{'Grade': '        62', '+': '         1', 'Q': '         4'}","{'Grade': '       143', '+': '         5', 'Q': '         6'}","{'Grade': '        56', '+': '-', 'Q': '0'}","{'Grade': '         4', '+': '-', 'Q': '-'}","{'Grade': '284', '+': '6', 'Q': '13'}"
Archie Clark,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '         1', 'Q': '0'}","{'Grade': '        20', '+': '0', 'Q': '0'}","{'Grade': '       128', '+': '         2', 'Q': '         1'}","{'Grade': '        91', '+': '-', 'Q': '         2'}","{'Grade': '         7', '+': '-', 'Q': '-'}","{'Grade': '249', '+': '3', 'Q': '3'}"
Dave de Busschere,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '         1'}","{'Grade': '         3', '+': '0', 'Q': '0'}","{'Grade': '        11', '+': '0', 'Q': '0'}","{'Grade': '        44', '+': '         1', 'Q': '         1'}","{'Grade': '       116', '+': '         2', 'Q': '         5'}","{'Grade': '        69', '+': '-', 'Q': '         6'}","{'Grade': '         4', '+': '-', 'Q': '-'}","{'Grade': '250', '+': '3', 'Q': '13'}"
Stu Lantz,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         2', '+': '0', 'Q': '0'}","{'Grade': '        16', '+': '         2', 'Q': '0'}","{'Grade': '        99', '+': '         3', 'Q': '         2'}","{'Grade': '        36', '+': '-', 'Q': '0'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '156', '+': '5', 'Q': '2'}"
Don Smith,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         5', '+': '         1', 'Q': '0'}","{'Grade': '        18', '+': '0', 'Q': '0'}","{'Grade': '        46', '+': '         4', 'Q': '0'}","{'Grade': '        12', '+': '-', 'Q': '         1'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '82', '+': '5', 'Q': '1'}"
Lou Hudson,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         5', '+': '         2', 'Q': '0'}","{'Grade': '         9', '+': '0', 'Q': '0'}","{'Grade': '        49', '+': '         3', 'Q': '         2'}","{'Grade': '        19', '+': '-', 'Q': '         1'}","{'Grade': '         3', '+': '-', 'Q': '-'}","{'Grade': '87', '+': '5', 'Q': '3'}"
Leroy Ellis,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         4', '+': '0', 'Q': '0'}","{'Grade': '        24', '+': '0', 'Q': '0'}","{'Grade': '        41', '+': '0', 'Q': '         1'}","{'Grade': '         7', '+': '-', 'Q': '         1'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '79', '+': '0', 'Q': '2'}"
Jack Marin,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         3', '+': '0', 'Q': '0'}","{'Grade': '        15', '+': '0', 'Q': '0'}","{'Grade': '        49', '+': '         1', 'Q': '         3'}","{'Grade': '        25', '+': '-', 'Q': '         5'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '92', '+': '1', 'Q': '8'}"
Matt Guokas,topps,49842,1971,1971 Topps NBA Basketball #137 Champions,https://www.psacard.com/auctionprices/basketball-cards/1971-topps/nba-basketball/summary/296533,37,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         6', '+': '0', 'Q': '0'}","{'Grade': '        25', '+': '         1', 'Q': '0'}","{'Grade': '        37', '+': '         1', 'Q': '0'}","{'Grade': '        16', '+': '-', 'Q': '         1'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '87', '+': '2', 'Q': '1'}"
